UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,6,2023,58,4231001,2077933,2153068,1652580,1669906,255395,293363,23869,24137,113381,129428,4697,4783,28011,31451,1675960,1695906,263465,303644,37537,39491,123474,140290,8124,8522,1759258,1836188,1366373,1386823,242283,278497,14373,15665,110566,126496,3682,3775,21981,24932,1384460,1407164,247839,285883,24812,27724,119352,135872,6557,6932,318675,316880,286207,283083,13112,14866,9496,8472,2815,2932,1015,1008,6030,6519,291500,288742,15626,17761,12725,11767,4122,4418,1567,1590
R,6,2023,59,4313102,2115721,2197381,1692841,1714814,252649,290625,23605,24080,114278,131948,4428,4623,27920,31291,1716083,1740659,260505,300362,37604,39724,124205,142814,7888,8384,1811407,1890403,1419812,1440767,239853,276122,14492,15659,111620,129184,3469,3649,22161,25022,1438046,1461150,245328,283131,25415,28155,120258,138596,6391,6822,304314,306978,273029,274047,12796,14503,9113,8421,2658,2764,959,974,5759,6269,278037,279509,15177,17231,12189,11569,3947,4218,1497,1562
R,6,2023,60,4305391,2105019,2200372,1688275,1724250,247658,286517,23154,23705,114262,130490,4255,4510,27415,30900,1711170,1749664,255129,296218,36896,39401,124069,140975,7549,8154,1815661,1905332,1428292,1460712,235733,272926,14469,15602,111692,127730,3360,3601,22115,24761,1446569,1480817,240977,279908,25418,28159,120310,136825,6203,6685,289358,295040,259983,263538,11925,13591,8685,8103,2570,2760,895,909,5300,6139,264601,268847,14152,16310,11478,11242,3759,4150,1346,1469
R,6,2023,61,4317834,2107464,2210370,1705074,1746894,243481,284262,22688,23684,104814,120598,4317,4411,27090,30521,1727745,1771954,250733,293826,36447,39465,114437,130864,7650,8024,1829321,1926969,1455065,1493605,232070,271470,14420,15788,102429,117959,3488,3514,21849,24633,1473178,1513610,237136,278401,25430,28574,110853,126870,6321,6558,278143,283401,250009,253289,11411,12792,8268,7896,2385,2639,829,897,5241,5888,254567,258344,13597,15425,11017,10891,3584,3994,1329,1466
R,6,2023,62,4292461,2088625,2203836,1695789,1747039,238826,280638,21878,23230,101413,119183,4114,4230,26605,29516,1717998,1771266,245835,289566,35642,38792,110817,129094,7310,7743,1826799,1932916,1460657,1504637,228093,268283,14050,15916,99077,116641,3317,3427,21605,24012,1478473,1524112,233058,274853,25131,28612,107360,125265,6034,6403,261826,270920,235132,242402,10733,12355,7828,7314,2336,2542,797,803,5000,5504,239525,247154,12777,14713,10511,10180,3457,3829,1276,1340
R,6,2023,63,4206876,2043157,2163719,1653493,1708983,236067,278177,21497,22812,102055,120657,4084,4111,25961,28979,1675241,1732657,242862,287197,34942,38139,111254,130222,7205,7535,1789393,1901636,1425641,1474806,225509,266147,13952,15650,99819,118199,3293,3323,21179,23511,1443222,1493757,230330,272790,24834,28150,107952,126471,5942,6218,253764,262083,227852,234177,10558,12030,7545,7162,2236,2458,791,788,4782,5468,232019,238900,12532,14407,10108,9989,3302,3751,1263,1317
R,6,2023,64,4122145,1991274,2130871,1621644,1693571,224866,268652,19869,21654,96651,115904,3769,3829,24475,27261,1642067,1716027,231193,276777,32821,36485,105192,124761,6591,6924,1759871,1886332,1413765,1474736,215174,257426,13150,14970,94602,113649,3073,3154,20107,22397,1430418,1493009,219698,263408,23764,27256,102135,121417,5479,5820,231403,244539,207879,218835,9692,11226,6719,6684,2049,2255,696,675,4368,4864,211649,223018,11495,13369,9057,9229,3057,3344,1112,1104
R,6,2023,65,4079921,1964582,2115339,1606589,1690042,215498,259127,19175,20985,95946,114967,3573,3754,23801,26464,1626417,1711698,221633,267128,31891,35499,104194,123476,6337,6729,1747096,1881756,1411324,1480843,206300,248407,12862,14783,94013,112925,2934,3068,19663,21730,1427556,1498440,210724,254338,23378,26780,101363,120348,5290,5620,217486,233583,195265,209199,9198,10720,6313,6202,1933,2042,639,686,4138,4734,198861,213258,10909,12790,8513,8719,2831,3128,1047,1109
R,6,2023,66,3974105,1904519,2069586,1562264,1655361,205685,253810,18601,20087,91943,111359,3450,3525,22576,25444,1581050,1676294,211555,261378,30918,34500,99564,119119,6029,6441,1699210,1846016,1378068,1455139,196997,243457,12407,14187,90145,109370,2849,2909,18744,20954,1393517,1472170,201262,249040,22635,26235,96962,116138,5088,5399,205309,223570,184196,200222,8688,10353,6194,5900,1798,1989,601,616,3832,4490,187533,204124,10293,12338,8283,8265,2602,2981,941,1042
R,6,2023,67,3807443,1812172,1995271,1487752,1596535,192928,241563,17415,19388,89616,110008,3112,3460,21349,24317,1505577,1616423,198400,248805,29003,33134,96771,117594,5604,6170,1619162,1781569,1314627,1405100,184742,231753,11621,13848,87907,107992,2573,2896,17692,19980,1329261,1421269,188663,237065,21223,25330,94287,114587,4735,5197,193010,213702,173125,191435,8186,9810,5794,5540,1709,2016,539,564,3657,4337,176316,195154,9737,11740,7780,7804,2484,3007,869,973
R,6,2023,68,3703526,1754527,1948999,1445809,1565435,182349,230598,16438,18132,86649,108512,2982,3319,20300,23003,1462625,1584208,187554,237464,27695,31044,93405,115677,5356,5960,1573030,1745198,1282342,1381898,174727,221713,11319,13093,85070,106692,2494,2764,17078,19038,1296368,1397209,178557,226826,20842,23934,91135,113001,4561,5052,181497,203801,163467,183537,7622,8885,5119,5039,1579,1820,488,555,3222,3965,166257,186999,8997,10638,6853,7110,2270,2676,795,908
R,6,2023,69,3553637,1673240,1880397,1389003,1520154,166638,217137,15046,16997,81206,101648,2719,3052,18628,21409,1404584,1537607,171312,223445,25642,29355,87204,108097,4769,5528,1508965,1691773,1240912,1350161,159635,208952,10516,12356,79884,99976,2287,2538,15731,17790,1253968,1364480,163054,213639,19567,22788,85255,105670,4097,4700,164275,188624,148091,169993,7003,8185,4530,4641,1322,1672,432,514,2897,3619,150616,173127,8258,9806,6075,6567,1949,2427,672,828
R,6,2023,70,3400579,1593323,1807256,1329072,1468120,152712,202487,13898,15850,77776,97790,2623,2853,17242,20156,1343434,1484626,156922,208301,23657,27526,83412,103913,4607,5167,1442488,1631004,1193010,1309005,146379,194774,9795,11640,76477,96274,2236,2389,14591,16922,1205068,1322697,149458,199177,18143,21606,81529,101662,3976,4409,150835,176252,136062,159115,6333,7713,4103,4210,1299,1516,387,464,2651,3234,138366,161929,7464,9124,5514,5920,1883,2251,631,758
R,6,2023,71,3265248,1524289,1740959,1278760,1419366,142279,192968,12805,14842,72099,92529,2382,2693,15964,18561,1292023,1434617,146209,198271,22048,25838,77150,97940,4279,4825,1384263,1576389,1152047,1270783,136529,185657,9155,10994,70910,91116,2041,2263,13581,15576,1163246,1283414,139459,189653,17072,20425,75465,95881,3703,4113,140026,164570,126713,148583,5750,7311,3650,3848,1189,1413,341,430,2383,2985,128777,151203,6750,8618,4976,5413,1685,2059,576,712
R,6,2023,72,3072897,1422849,1650048,1190561,1340404,135098,186313,12188,14040,67772,89334,2176,2426,15054,17531,1203092,1354700,138801,191476,21013,24473,72449,94396,3930,4447,1291485,1493620,1071659,1199141,129645,179483,8810,10306,66665,87922,1876,2054,12830,14714,1082250,1210978,132400,183409,16428,19252,70865,92352,3440,3804,131364,156428,118902,141263,5453,6830,3378,3734,1107,1412,300,372,2224,2817,120842,143722,6401,8067,4585,5221,1584,2044,490,643
R,6,2023,73,2932033,1352834,1579199,1129028,1281116,126869,175980,11640,13221,68764,89735,2209,2422,14324,16725,1140913,1294687,130409,180912,20135,23072,73152,94659,3886,4390,1230566,1430634,1018309,1146745,121798,169410,8544,9897,67770,88444,1867,2064,12278,14074,1028440,1158032,124501,173149,15877,18378,71703,92754,3366,3795,122268,148565,110719,134371,5071,6570,3096,3324,994,1291,342,358,2046,2651,112473,136655,5908,7763,4258,4694,1449,1905,520,595
R,6,2023,74,2833088,1302087,1531001,1096999,1255507,115454,162973,10823,12382,63514,82128,2092,2317,13205,15694,1107986,1268416,118604,167478,18704,21846,67547,86528,3651,4073,1190448,1393683,995720,1130996,110984,157107,7989,9295,62584,80976,1792,1983,11379,13326,1005129,1141860,113373,160542,14886,17554,66196,84847,3168,3520,111639,137318,101279,124511,4470,5866,2834,3087,930,1152,300,334,1826,2368,102857,126556,5231,6936,3818,4292,1351,1681,483,553
R,6,2023,75,2770244,1271583,1498661,1081262,1242262,106374,151631,10068,11586,59438,75975,1865,2120,12576,15087,1091774,1254734,109409,155852,17665,20687,63133,80216,3322,3834,1166294,1368194,985638,1123795,102168,146165,7490,8776,58586,74860,1602,1813,10810,12785,994595,1134242,104495,149390,14115,16680,61887,78598,2910,3325,105289,130467,95624,118467,4206,5466,2578,2810,852,1115,263,307,1766,2302,97179,120492,4914,6462,3550,4007,1246,1618,412,509
R,6,2023,76,2839976,1310099,1529877,1130382,1288980,99734,141646,10032,11228,55826,71338,1743,1883,12382,14802,1140830,1301330,102618,145729,17693,20368,59284,75335,3171,3497,1210390,1405292,1039570,1175587,95920,136479,7552,8628,55086,70289,1509,1615,10753,12694,1048605,1186074,98144,139658,14358,16645,58144,73838,2772,3058,99709,124585,90812,113393,3814,5167,2480,2600,740,1049,234,268,1629,2108,92225,115256,4474,6071,3335,3723,1140,1497,399,439
R,6,2023,77,1992902,898036,1094866,761024,904940,73835,110425,7278,8616,45223,57952,1516,1667,9160,11266,768682,914245,76027,113537,12704,15186,48001,61279,2642,3020,817706,989148,687911,808841,70631,105884,5342,6447,44621,57095,1317,1446,7884,9435,694476,816555,72278,108201,10088,12062,47115,60005,2313,2650,80330,105718,73113,96099,3204,4541,1936,2169,602,857,199,221,1276,1831,74206,97690,3749,5336,2616,3124,886,1274,329,370
R,6,2023,78,1908506,853700,1054806,724984,873757,69603,105754,6796,8188,42291,54809,1283,1533,8743,10765,732328,882670,71648,108723,12013,14525,44850,57940,2415,2827,780038,957476,657858,785013,66776,101765,5078,6212,41681,54013,1106,1318,7539,9155,664135,792533,68327,104018,9657,11729,43976,56767,2123,2465,73662,97330,67126,88744,2827,3989,1718,1976,610,796,177,215,1204,1610,68193,90137,3321,4705,2356,2796,874,1173,292,362
R,6,2023,79,1837633,814904,1022729,697788,856414,63210,97504,6220,7587,38681,49739,1178,1312,7827,10173,704386,864845,64953,100341,10943,13693,40966,52543,2176,2549,749264,932539,637853,773991,60610,93969,4709,5786,38214,48996,1037,1143,6841,8654,643589,781112,61968,96140,8924,11102,40262,51471,1931,2245,65640,90190,59935,82423,2600,3535,1511,1801,467,743,141,169,986,1519,60797,83733,2985,4201,2019,2591,704,1072,245,304
R,6,2023,80,1809094,795677,1013417,687460,856706,58485,93504,5682,7078,35639,45339,1012,1211,7399,9579,693716,864702,60176,96112,10257,12949,37667,47909,1906,2300,735776,928397,632680,779226,56128,89916,4422,5379,35177,44692,899,1037,6470,8147,638158,785987,57424,91862,8526,10538,36978,46940,1686,2008,59901,85020,54780,77480,2357,3588,1260,1699,462,647,113,174,929,1432,55558,78715,2752,4250,1731,2411,689,969,220,292
R,6,2023,81,1521435,660058,861377,565731,722140,49740,81115,4977,6133,32312,42680,871,1091,6427,8218,571106,728990,51226,83318,8898,11114,34177,44948,1634,2012,607696,786934,517795,653906,47710,78261,3878,4668,31925,42104,761,917,5627,7078,522477,659759,48875,79966,7377,9057,33600,44113,1441,1749,52362,74443,47936,68234,2030,2854,1099,1465,387,576,110,174,800,1140,48629,69231,2351,3352,1521,2057,577,835,193,263
R,6,2023,82,1337045,571694,765351,487892,639128,43679,73832,4416,5551,29287,38495,800,943,5620,7402,492622,645261,44935,75826,7821,10000,30951,40611,1490,1832,524361,696827,444530,576272,41860,71132,3424,4317,28940,37970,711,801,4896,6335,448635,581493,42814,72662,6454,8213,30427,39831,1325,1587,47333,68524,43362,62856,1819,2700,992,1234,347,525,89,142,724,1067,43987,63768,2121,3164,1367,1787,524,780,165,245
R,6,2023,83,1195591,502749,692842,426638,576158,39179,68052,3989,5117,27061,35707,731,935,5151,6873,430971,581863,40342,69951,7018,9201,28655,37641,1359,1746,459718,629184,387277,517924,37521,65475,3074,3935,26715,35212,627,771,4504,5867,391058,522758,38414,66923,5759,7497,28156,36919,1195,1488,43031,63658,39361,58234,1658,2577,915,1182,346,495,104,164,647,1006,39913,59105,1928,3028,1259,1704,499,722,164,258
R,6,2023,84,1086431,451795,634636,385790,532180,33788,59629,3359,4532,23855,31436,594,826,4409,6033,389523,537216,34797,61233,5994,8122,25170,33150,1123,1561,413612,576935,350787,479269,32283,57302,2592,3502,23576,30997,516,709,3858,5156,354031,483563,33063,58510,4934,6654,24763,32501,1003,1348,38183,57701,35003,52911,1505,2327,767,1030,279,439,78,117,551,877,35492,53653,1734,2723,1060,1468,407,649,120,213
R,6,2023,85,980804,400283,580521,341636,486478,29637,54623,3021,4191,21432,29084,544,748,4013,5397,345016,490965,30558,56110,5415,7312,22641,30641,1006,1394,366405,527998,310505,438395,28375,52473,2372,3243,21187,28700,462,613,3504,4574,313444,442166,29082,53608,4505,5961,22272,30064,866,1174,33878,52523,31131,48083,1262,2150,649,948,245,384,82,135,509,823,31572,48799,1476,2502,910,1351,369,577,140,220
R,6,2023,86,846518,339148,507370,288889,424732,25117,47682,2561,3581,18668,25871,484,640,3429,4864,291826,428805,25891,48993,4558,6401,19738,27282,874,1228,309838,461102,261973,382219,23968,45872,2007,2763,18455,25507,424,542,3011,4199,264543,385709,24559,46886,3802,5254,19423,26767,772,1064,29310,46268,26916,42513,1149,1810,554,818,213,364,60,98,418,665,27283,43096,1332,2107,756,1147,315,515,102,164
R,6,2023,87,755042,297007,458035,252931,382999,22196,43609,2240,3260,16232,23258,406,557,3002,4352,255443,386606,22883,44811,3958,5816,17191,24506,794,1042,271205,416532,229167,344856,21214,42008,1763,2522,16055,22955,358,473,2648,3718,231382,347923,21739,42936,3306,4747,16926,24050,704,903,25802,41503,23764,38143,982,1601,477,738,177,303,48,84,354,634,24061,38683,1144,1875,652,1069,265,456,90,139
R,6,2023,88,664953,255183,409770,217635,343783,18578,38167,1913,2855,14108,20604,362,489,2587,3872,219826,346984,19163,39209,3392,5080,14911,21761,704,955,233063,372729,197194,309707,17780,36738,1517,2179,13949,20330,322,415,2301,3360,199137,312466,18253,37556,2858,4154,14669,21361,633,825,22120,37041,20441,34076,798,1429,396,676,159,274,40,74,286,512,20689,34518,910,1653,534,926,242,400,71,130
R,6,2023,89,548300,205705,342595,175123,286857,14853,31907,1506,2290,11756,17802,321,427,2146,3312,176942,289634,15341,32806,2703,4165,12462,18821,590,825,187889,312044,158657,258715,14232,30733,1178,1765,11637,17573,279,374,1906,2884,160271,261126,14623,31437,2258,3431,12275,18483,521,728,17816,30551,16466,28142,621,1174,328,525,119,229,42,53,240,428,16671,28508,718,1369,445,734,187,338,69,97
R,6,2023,90,483293,176814,306479,150849,256940,12475,27896,1307,2051,10121,16378,254,351,1808,2863,152380,259309,12890,28674,2305,3681,10731,17228,474,732,162172,280076,137326,232549,11937,26904,1048,1620,10013,16190,225,308,1623,2505,138694,234612,12279,27531,1954,3077,10572,16947,426,651,14642,26403,13523,24391,538,992,259,431,108,188,29,43,185,358,13686,24697,611,1143,351,604,159,281,48,81
R,6,2023,91,414652,146829,267823,126076,226246,9693,23126,1038,1738,8306,13885,210,300,1506,2528,127361,228359,10042,23818,1864,3179,8807,14609,410,614,134472,245022,114579,205150,9303,22291,821,1366,8222,13734,187,268,1360,2213,115738,206986,9592,22853,1570,2650,8685,14388,368,544,12357,22801,11497,21096,390,835,217,372,84,151,23,32,146,315,11623,21373,450,965,294,529,122,221,42,70
R,6,2023,92,350238,119947,230291,103149,194902,7629,19226,822,1456,6911,12304,181,264,1255,2139,104208,196681,7914,19826,1523,2669,7334,12933,346,535,109812,210828,93716,176884,7309,18535,649,1131,6855,12181,163,230,1120,1867,94661,178430,7541,19013,1278,2209,7241,12737,311,476,10135,19463,9433,18018,320,691,173,325,56,123,18,34,135,272,9547,18251,373,813,245,460,93,196,35,59
R,6,2023,93,287479,94756,192723,80974,162532,6109,16270,731,1242,5777,10636,149,231,1016,1812,81830,164038,6348,16773,1300,2281,6111,11165,279,454,86680,176553,73472,147524,5839,15716,580,984,5735,10534,135,203,919,1592,74247,148843,6042,16112,1097,1919,6041,11008,252,399,8076,16170,7502,15008,270,554,151,258,42,102,14,28,97,220,7583,15195,306,661,203,362,70,157,27,55
R,6,2023,94,226314,71406,154908,61091,130843,4472,12880,528,915,4405,8565,105,195,805,1510,61758,132090,4661,13317,989,1780,4659,8994,218,391,65526,142413,55632,119294,4283,12427,429,716,4368,8476,95,175,719,1325,56228,120382,4439,12784,848,1491,4597,8858,193,347,5880,12495,5459,11549,189,453,99,199,37,89,10,20,86,185,5530,11708,222,533,141,289,62,136,25,44
R,6,2023,95,180236,54205,126031,46292,106546,3311,10245,402,789,3496,7053,72,145,632,1253,46825,107586,3453,10589,739,1503,3714,7413,162,319,49904,116356,42286,97614,3177,9892,330,628,3473,6978,65,127,573,1117,42771,98532,3298,10176,638,1277,3676,7304,147,284,4301,9675,4006,8932,134,353,72,161,23,75,7,18,59,136,4054,9054,155,413,101,226,38,109,15,35
R,6,2023,96,136966,39277,97689,33280,82369,2442,7946,301,637,2705,5647,54,110,495,980,33694,83186,2572,8218,581,1196,2860,5925,115,236,36289,90548,30495,75783,2353,7673,258,517,2689,5597,48,97,446,881,30869,76515,2460,7901,512,1027,2829,5849,100,209,2988,7141,2785,6586,89,273,43,120,16,50,6,13,49,99,2825,6671,112,317,69,169,31,76,15,27
R,6,2023,97,99656,27180,72476,22851,60703,1714,6010,206,466,2021,4433,36,92,352,772,23143,61338,1805,6233,403,896,2133,4656,87,197,25092,67198,20919,55811,1646,5826,171,382,2007,4398,33,83,316,698,21182,56387,1720,6016,349,779,2108,4600,76,175,2088,5278,1932,4892,68,184,35,84,14,35,3,9,36,74,1961,4951,85,217,54,117,25,56,11,22
R,6,2023,98,72687,18774,53913,15585,45016,1195,4385,154,357,1545,3465,26,76,269,614,15809,45521,1260,4586,302,717,1635,3616,66,145,17408,50196,14323,41578,1155,4246,132,304,1534,3438,23,70,241,560,14526,42041,1208,4422,266,640,1615,3574,56,131,1366,3717,1262,3438,40,139,22,53,11,27,3,6,28,54,1283,3480,52,164,36,77,20,42,10,14
R,6,2023,99,50289,12407,37882,10209,31570,767,3035,104,252,1123,2555,21,53,183,417,10358,31915,820,3160,205,485,1186,2676,45,112,11530,35477,9395,29351,740,2944,89,211,1118,2538,19,48,169,385,9534,29669,785,3053,185,429,1177,2649,40,102,877,2405,814,2219,27,91,15,41,5,17,2,5,14,32,824,2246,35,107,20,56,9,27,5,10
R,6,2023,100,84144,18417,65727,14318,52779,1210,5641,186,502,2309,5778,34,112,360,915,14610,53505,1318,5953,374,1012,2437,6030,93,249,17198,61844,13208,49198,1166,5496,165,449,2295,5753,31,105,333,843,13481,49866,1263,5776,338,924,2416,5982,84,229,1219,3883,1110,3581,44,145,21,53,14,25,3,7,27,72,1129,3639,55,177,36,88,21,48,9,20
